userName,score,at,content
Pengguna Google,1,2024-11-15 01:45:40,"Gema nya udah bagus tapi sang saya sangat tidak puas banget sama game ini cuma di jaringan yang padahal ijo full tapi sekalinya jalan keluar base sendiri tiba"" langsung merah dan nglag banget.. mohon di perbaiki min.. udah itu aja yg bikin males main ini game.. untuk yg lainya ok la"
Pengguna Google,1,2024-11-15 01:34:24,"Agak lain game montot skrang,kebanyak jumpa sama team drak sesteam,itu jga berturut"" Rank mythic,tapi yg dpat teamnya rasa player epic yg gak tau main, Niat mau push rank tapi team ke anjj,kdang teamnya gak ada yg mu ngalah dalam brbeda lane,bukany game ini makin seruh,malahan makin hampas,dn lagi bug""gak guna selalu ada,dn pada gangguan jaringan juga, pdhal wfi+data ttp aj lag,pdahal kcepatan jaringan 9-10 Tapi patah""bukan makin senang main game ini cuih anjjj"
Pengguna Google,2,2024-11-15 00:56:02,"Sistem draft yang ga adil, moonton gimna masa saya main 4 kali cuma menang sekali dapet tim nya yang ga sesuai terus.ml game apaan coba"
Pengguna Google,5,2024-11-15 00:26:52,ping kayak kon. Mohon developer diperbaiki lagi untuk ping nya padahal udah wifa lancar + sinyal lancar pake data tetep sama aja ping nya kalo gk 200+ ya 900++++ Kadang ping 20 udah kyk ping 999+ Moho developer game titid ini di perbaiki biar lebih mantap aj ping bangst
Pengguna Google,2,2024-11-15 00:18:28,"Tiap selesai match lapor, tapi egk guna, malah dianggap AFK Aneh, sinyal bagus tapi ping jaringan merah. dan HANYA TERJADI di pertandingan Home, pilih Hero dll. Aman Aneh"
Pengguna Google,4,2024-11-14 23:01:14,"Aya ingin bertanya kepada mas moonton mode brawl, draft pick dan pelatihan AI itu bagaimana cara membukanya karena saya sangat bosan bermain di mode klasik saat offline"
Pengguna Google,3,2024-11-14 22:49:34,Tolong buat developer nya benerin ini game nya masa setiap main solo di kasihnya DARK SYSTEM sedangkan musuh pada jago mikir lah dikit pantesan banyak yg gila gara gara ini game
Pengguna Google,1,2024-11-14 22:47:14,Game sistem match makin nya busuk gwe slasu dikasih team beban sedangkan musuh jago2 sebenarnya ini game apa sih main game bukanya hepi malah bikin emosi stress lama2 game ini bakalan sepi bahkan hilang pasti akan hilang di hapus aja dari playstore
Pengguna Google,1,2024-11-14 22:18:13,"kenapa pas di draft pick,game nya tidak berjalan dengan baik atau ngeframe,tolong diperbaiki"
Pengguna Google,4,2024-11-14 22:16:59,"gem nya seru tapi ini kenapa pas saya main ga ada menang nya bikin kesal, lain kali beri musuh yang setara dengan tim saya"
Pengguna Google,3,2024-11-14 22:02:00,Dalam pertandingan kurang adil pas pertama main enak...pas kesananya lawan makin berat...saya udah main bagus eh temennya dapet yang jelek rank turun terus jadinya males kalo kaya gini...heran saya...kaya yang udah di setting...
Pengguna Google,1,2024-11-14 21:21:37,"Game apaan sih ini, bagus orang main di laporin afk percaya sistem nya. Gak berkualitas kayak nya. Tolong lah kasih sistem yg berkualitas bisa membaca apakah player afk atau tidak. Dan terus player2 nya gak ngotak semua kebanyakan merendahkan dan menghina orang, ""kecuali bagi yang sudah paham main aja yang ngerti kondisi dan situasi"". Player kampungan yang banyak menghina player lain. Positif pindah game gua ini kalau gak ada perbaikan dari pihak game nya, player seperti itu harus di ban seumur"
Pengguna Google,1,2024-11-14 21:17:58,"Ayolah moonton, lebih memperhatikan player solo,jangan seenaknya kasih tim jadi ngk seimbang dan saya yakin lebih banyak player solo di banding yg Mabar,kasih macthmaking yg seimbang"
Manusia Berakhlak,1,2024-11-14 21:08:10,"Kasih saja terus tim yang kurang kompeten, mau dibikin lose dari mythic sampe warior juga ngga masalah kok, sangat memuaskan 🥰"
Pengguna Google,1,2024-11-14 20:51:38,"Game aneh di awal login main rank di kasih menang dikasihnya musuh yg bot habis itu main lagi dikasihnya kalah trs dikasih tim yg gk ngerti main aneh pantesan ratingnya jelek game gk ada adil"" nya sma sekali cape"" ngepush berjam"" di kasihnya tim yg gk ngerti main, bucin lah, cuma fokus di 1 lane lah kocak memang ini game gk ada kepuasanya buat pemain game ini lama"" juga sepi nih game mending FF kata gw mah"
Pengguna Google,1,2024-11-14 20:35:09,"Monton pilih kasih, kasih tim nggak seimbang, udah sering dilaporkan tapi nggak ditinjau. Sebenernya bagus sih, tapi kalau dapat tim nggak ada yang beres, setiap main pasti kalah. Lama² bosan juga kalau kalah terus. Apalagi kalau ada tim yang sengaja ngetrol, padahal aku udah betul main, masih aja kalah.Satu lagi masalah jaringan tolong diperbaik. Disini ada 2 kesalahan monton 1. Tim nggak seimbang 2. Jaringan Tolong 2 kesalahan tersebut bisa diperbaiki, kalau sudah baru dikasih bintang 5"
Pengguna Google,1,2024-11-14 20:05:28,Game ini bikin setres . Jangan download game ini developer nya kasih tim yg gak bisa main sudah itu kalau keluar sebentar langsung di kira afk padahal enggak
Pengguna Google,1,2024-11-14 19:04:40,Game buruk tentang sistem matchmaking tidak jelas untuk para playar solo Isi nya kalo ga BOT manusia Tolol yang di setting pihak game nya sendiri Sekarang untuk player solo jangan harap lu win banyak atau win streak Lu main solo di kasih matchmaking tidak jelas dan tidak normal Lu bakal dapet tim 3 player 2 Bot sedangkan musuhnya 5 player Dan tidak ada Bot dari sistem ini game Makin kesini makin kesana nih game 🥱
Pengguna Google,1,2024-11-14 18:56:18,"Makin sini makin ngeselin game nya...sinyalnya slalu merah kalo d tap skill...trus setiap main rank d kasih dark system mulu ga imbang sama tim musuh...contohnya main main 10 kali..menangnya 1kali,kalahnya 9 kali...jadi males mainnya juga dan akhirnya saya putuskan uninstal game ini..dan memilih game baru HOK..semoga d perbaiki lagi kedepannya kasihan buat para pemain mlbb jd banyak yg ngeluh karna update yang skrng"
Reza Handoko,1,2024-11-14 18:53:36,Lebih bagus honor of king. Ini game sampah gak bisa solo rank. Karena selalu kasih dark system
Pengguna Google,1,2024-11-14 18:31:34,"sekarang sering crash dan lag parah, padahal hp saya tidak kentang2 amat infinix gt 10 pro, sinyal pake wifi masak setiap Teamfight hp serasa mesin pencukur, padahal game2 berat lainnya gak kaya gini, game sebelah aja stabil"
Pengguna Google,1,2024-11-14 18:04:50,"Game asuuuuuu, Ngasih musuh tuh yang setara donk gimana rank mau naik kalo ngasih musuh yang susah parahh taii,, rank turun lagi,, sistem permainan seperti judi menang cuman sekali kalahnya berkali-kali...."
Pengguna Google,1,2024-11-14 17:59:13,moonton tolong di urus yang gb player mmr title global sering di cek akunya agar tidak kestabilan permainan menjadi sportif dan adil membuat player bermain dengan 😊
Pengguna Google,1,2024-11-14 17:50:41,"Game gak jelas, lawan dan tim tidak pernah seimbang. Tiap hari di kasih Dark System terus. Agak ngotak dikit kalo ngasih lawan dan tim. Gimana mau betah di game ini kalau tiap hari kek gitu² terus. Mending pindah game sebelah👎👎"
Pengguna Google,1,2024-11-14 17:37:42,Semakin buruk ternyata. Transisi dari steb by steb lebih bagus apk yang lama . Sedih rasanya Player 2017 login lagi
Pengguna Google,4,2024-11-14 17:17:45,"untuk game udah bagus banget tapi tolonglah moontoon ini bikin her baru op banget kaya zhuxin sama suyou,itu hero apaan coba udah nyusahin damage nya sakit, tolong dipertimbangkan lagi"
Pengguna Google,1,2024-11-14 17:04:12,"Kalo bisa 0,0 sekalian, dari pagi sampe malem bintang cuma nambah 1, punya otak gk developer nya, bisa menyeimbangkan gamenya tidak??? Game ga jelas, main lama lama cuma nambah 1 bintangg"
Pengguna Google,1,2024-11-14 16:51:47,"Balasan yg ga logis. , kalo random pemain yg betul. Mau tau sistem random yg moontoon buat seerti apa kasih penjelasan. Contoh : pemenang sama pemenang) yg kalah sama yg kalah, atau gimana...!!?? Saya pemain solo rank, JANGAN CUMA BISA nya UP DATE terus"
yadi mlh,1,2024-11-14 16:51:03,"Game ter urus ,Gak karuan game nya saat bermain damage nya gak guna koneksi nya gangguan,payah"
Pengguna Google,1,2024-11-14 16:50:16,"Moonton tolol ,Benerin lagi sistem match making nya , jangan asal asalan , masa di kasih dark sistem mulu , kalo gini terus yg ada malah turun rating nya"
Pengguna Google,1,2024-11-14 16:48:38,"Cape gw moonton dikasih tim yg amburadul mulu, gw uninstal aj lah, cape main game buat ngilangin stress, yg ada malah tambah stress...!!!"
Pengguna Google,1,2024-11-14 16:21:19,"Memang game pembodohan kalo main solo rank,pandai kali cara supaya orang main terus.main Berjam-jam ngk ada hasil.kan pembodohan namanya,udah tier tinggi masih juga kayak tier bawah dapat kawan sama lawan ngak jelas ni game."
Pengguna Google,1,2024-11-14 16:00:15,"Menang sekali kalah nya 20 kali. Untuk rekan team itu minimal sama lah kemampuannya, jangan beda kali. Baru di kasih team lawannya jago2."
Pengguna Google,1,2024-11-14 15:55:43,Tolong di perbaiki ya moonton saya relog malah gak bisa masuk lagi padahal wifi data bagus jaringannya
Pengguna Google,1,2024-11-14 15:45:51,"Kecewa dengan matchmaking yang diberikan. Saya selalu mendapat tim yang isinya player noob. Saya sudah turun rank sebanyak 29 bintang, padahal saya sudah top up lumayan banyak."
Pengguna Google,1,2024-11-14 15:36:26,"Mana katanya ada vitur misahin dark sytem,capek kami para player selalu ketemu tim yg gak sebanding,kalo blm di perbaiki juga lama-lama saya retas juga sistem moonton ini"
Pengguna Google,3,2024-11-14 15:34:56,Montoon ini knpa si lagi asik main magic chase tiba2 keluar sendiri? Pas loging lagi aplikasi tdk menanggapi maksudnya gimana ini
Pengguna Google,1,2024-11-14 15:31:56,"Game gajelas, dikasih tim troll terus kayak sengaja gitu biar gua stuck terus, padahal gua udah top up berkali-kali masih aja diginiin,minimal player tuh dikasih enak lah, ngespin juga ampas terus, emang pelit ya ni game, mending main game sebelah deh serius. Kalo hok rilis dluan pasti lebih laku hok ketimbang ML"
Pengguna Google,1,2024-11-14 15:29:26,"setiap bulan ga pernah absen update skin asal duit masuk, giliran match making ga bisa di atur,maaf kalo mau ngasih tim itu yang setara dengan kita saya main solo satu tim sama orang yang baru belajar jalan,duit trusss kepuasaan player ga di pikirin mungkin para pro player bodo amat apalgi mereka yang sering beli skin klian pasti menguntungkan klian tapi kami player pas pasan cuma pengen mau kepuasan bermain,gpp gua kalah rank yang penting tim setara dengan kita itu udah cukup puas bagi kami"
Pengguna Google,2,2024-11-14 15:24:24,Heh moonton saya ingin protes tetang game anda bisa bisanya saya di kasih lostrek sampai 8 kali maksud nya ap hah ini game bukan untuk penghilang stress tapi bikin setres
Pengguna Google,3,2024-11-14 15:20:32,"Tolong lah untuk sistem matcmaking untuk diperbaiki atau setiap player memilih lane nya sendiri sebelum memulai pencarian, ayo lah soalnya setiap kali main pasti ada lane yang nabrak"
Pengguna Google,1,2024-11-14 15:16:30,"costumer service nya jelek ga ngasih solusi apapun, dikasih tim yang poke swmua musuh jago. minimal kalau update sistem nya di perbaiki"
Pengguna Google,1,2024-11-14 15:16:08,plis lah udah dari 2021 punya akun eh malah di hack sama orang gak dikenal padahal kena phsing enggak kalo top up di tempat legal dan terpercaya. terus pas diajukan banding malah gak ada masalah data kurang mendukung. game sampah
Pengguna Google,1,2024-11-14 15:14:06,"Pembgian team tidak masuk akal, ketika bermain terkadang team yg kita dapatkan jauh lebih buruk dari yg kita bayangkan dan team musuh jauh lebih jago bermain, dan ketika sudah mendapatkan kekalahan 2-3 pertandingan ber turut"" terkadang sistem lansung memberikan musuh bot/computer yang ketika saya cek profil nya jauh berbeda dengan pertandingan saya,pertandingan saya 5k team musuh 400+ pertandingan, 5 computer dalam 1 team sesudah mengalami lose streak dan di berikan kemenangan,sistem judi online"
Pengguna Google,1,2024-11-14 15:13:35,"yap per hari ini saya uninstall mobile legend,udah muak sama sistem pembagian matchnya,lose streak boss,skin baru masuk terus tapi sistem matchnya gak masuk akal"
Pengguna Google,1,2024-11-14 15:05:16,"Woi moonton balikin bug fanny double damage gua masa iya gua double damage ulti kaga ada damagenya😡. Udah gitu energinnya boros kek bensin mio karbu😡. Kalo nggk dibalikin aku hapus mobile legends dan melupakannya(fanny)😡. Nggk respek banget lu moonton lama2 gw labrak kosan lu 4nj😡, balikin nggk. Udah gitu kalo main suka lag parah padahal gw lagi panjat tower telkomsel masih lag pink 178 warna kuning. Itu nggk respek banget wok😡. Wassalamualaikum Wr. Wb salam dari miss fanny jago dari 2014😊"
Pengguna Google,1,2024-11-14 15:04:35,"Game nya makin GK jelas 👎,kenapa turet bisa dapet perisai semua sih,ini mah makin lama pertandingan,lu tau kan kalo maen ml Mulu bikin eneg player niat nya 10 minimal bisa dapet star ini malah kagak,udah gitu pasti kalo draft pick pada rebutan role semua,emang game ini ampas males gw sekarang sama ni game"
Pengguna Google,4,2024-11-14 15:04:31,Ya ini sangat seru aku bisa melawan musuh lalu terkadang aku ingin memakai hero dairod tapi selalu ada yang memakai nya lalu tadi aku memakai dairod nya aku sebenar aku tidak suka bermain mobile legends: bang bang tapi sekarang aku suka apa lagi kalok memakai dairod
Pengguna Google,1,2024-11-14 14:58:13,"Game Rusak Matching up dapet tim ga pernah beres, reset season bkn lebih baik eh ini malah nambah ga beres sistemnya . Cepet cepet bangkrut deh MOONTOD (MOONTON NGENTOD)"
Pengguna Google,1,2024-11-14 14:46:55,Banyak bot game rusak keseringan dikasi orang tdk tau main dan jaringan sering lag tiba2 kalau ketemu musuh padahal jaringan bagus sekali
Pengguna Google,5,2024-11-14 14:44:49,Game ini seru walau pun bikin stress Dari game ini kita belajar bahwa perlu banyak waktu mengejar mytic Sama hal nya dengan kita perlu waktu untuk mengejar yg bukan kita ingin kan
Pengguna Google,1,2024-11-14 14:44:28,Kasih reating bintang 1 aja soalnya game bagus buat apa kalo dikasih tim dark sistem udah riport aja dari plais tor naik turun naik turun Mulu gw bingung sama moonton kaya anji game nya burik lebih bagus (HOK/honor of kingdom)udah apus aja game dari plaistor
Pengguna Google,5,2024-11-14 14:41:57,Semua udah ok sihh bagi gua tapi tolong monton tambahin transfer bp agar semua orang mempunyai hero yang banyak tolong ya min buatinnn🙏
Pengguna Google,5,2024-11-14 14:34:10,"Terima kasih sudah menghiburku sejauh ini,mungkin sudah saatnya aku sudah selesai dengan mobile legends Game yg hampir membuatku bahagia sekali. Terima kasih. mobile legends"
Pengguna Google,1,2024-11-14 14:33:04,"game tidak adill!!!, dapet tim selalu jelek mulu, lawannya glory-imortal, sedangkan tim honor kebawah, game tidak adil, ketemunya player darksistem sekua, dan kenapa player tetsebut (darksistem/troll) hanya diberi pelanggaran kecil, tidak menyenangkan!!, tidak adil, saya mendapat tim merugikan jika bermain pada mode rank, tolong dibenarkan, jika tidak nilai komen saya tidak saya ubah!!!"
Nuriko Pramega,1,2024-11-14 14:24:42,"Banyak dark sistem, lawan tidak sesuai dan tidak seimbang kekalahan berturut turut, tidak adil ketika lawan musuh yang jauh ..."
Ana Nuraisah,1,2024-11-14 14:23:23,Saya mendapatkan pengalaman bermain yang buruk matchmaking tim SELALU tidak seimbang. Saya akan uninstall saja.
Pengguna Google,5,2024-11-14 14:06:27,"Ini saran saya untuk Moonton, tolong berikan kemudahan bagi para player untuk bermain dengan seimbang dalam match, dengan cara memberikan fitur sistem pengalaman/keahlian role di setiap masing-masing player, agar game bisa seimbang terutama bagi player yang suka bermain solo baik itu Classic maupun Rank. Untuk event saya kasih rating bintang 5 karena, Moonton selalu update memberikan event-event menarik untuk menambah pengalaman bermain bagi para player, sekian terimakasih!"
Pengguna Google,4,2024-11-14 14:06:08,"Saya suka dngn game ini,cmn ada suatu masalah kadang jaringan bagus,tapi sering jadi lek"
Pengguna Google,1,2024-11-14 14:04:37,"game nya pilih musuh gk ngotak semua, trus kalau dapat tim bot semua, trus juga ada yang ngetroll, tolong perbaiki dong montoon, kalau ada yg troll susband aja"
Pengguna Google,2,2024-11-14 13:57:54,"Game yang bagus Dan Keren,,Tapi Ada Masalah Dengan tim yang tidak seimbang,, Misalnya kalo udah Lejend 2 bintang 5 itu pasti musuh Nya Sangat kuat Dan Tidak seimbang dengan Tim Sedangkan tim Banyak yang Bot Dan seperti tidak mengerti main.Hanya itu masalah Yang Pasti Membuat saya Pusing Dan Kesel Dengan Tim.Sekian Terimakasih"
Pengguna Google,5,2024-11-14 13:42:18,"Sangat baik dan sayang nyh, setelah bermain satu kali trus menang,trus main lagi di kasih team dark sytem, tolong buat moonton kasih lawan yang seimbang, dan di pertandingan lawan nyh kuat kuat dah gagah."
Davin Davin,1,2024-11-14 13:42:06,Sinyal lag terus padahal awal bagus pas baru main sinyal langsung lag parah
Pengguna Google,1,2024-11-14 13:37:31,"matching benerin cape dapet tim gajelas terus harus gimana lagi maen kurang gimana dapet tim selalu kaga jelas,cape season ini ancur gara gara dapet tim random yang selalu feed gj dan lain lain kita maen game pen fun bukan malah stres tim musuh jago gpp,tim kita juga sama harus balance lah Jan musuh jago tim gw busuk babi emang moonton!!!"
